Id,ActivityHour,TotalIntensity,AverageIntensity
1503960366,04-15-2016 00:00:00,6,0.1
1503960366,04-15-2016 01:00:00,5,0.083333
1503960366,04-15-2016 02:00:00,7,0.116667
1503960366,04-15-2016 03:00:00,0,0
1503960366,04-15-2016 04:00:00,0,0
1503960366,04-15-2016 05:00:00,1,0.016667
1503960366,04-15-2016 06:00:00,0,0
1503960366,04-15-2016 07:00:00,1,0.016667
1503960366,04-15-2016 08:00:00,5,0.083333
1503960366,04-15-2016 09:00:00,2,0.033333
1503960366,04-15-2016 10:00:00,8,0.133333
1503960366,04-15-2016 11:00:00,23,0.383333
1503960366,04-15-2016 12:00:00,13,0.216667
1503960366,04-15-2016 13:00:00,9,0.15
1503960366,04-15-2016 14:00:00,0,0
1503960366,04-15-2016 15:00:00,0,0
1503960366,04-15-2016 16:00:00,0,0
1503960366,04-15-2016 17:00:00,47,0.783333
1503960366,04-15-2016 18:00:00,22,0.366667
1503960366,04-15-2016 19:00:00,32,0.533333
1503960366,04-15-2016 20:00:00,8,0.133333
1503960366,04-15-2016 21:00:00,14,0.233333
1503960366,04-15-2016 22:00:00,66,1.1
1503960366,04-15-2016 23:00:00,95,1.583333
1503960366,04-16-2016 00:00:00,15,0.25
1503960366,04-16-2016 01:00:00,0,0
1503960366,04-16-2016 02:00:00,3,0.05
1503960366,04-16-2016 03:00:00,1,0.016667
1503960366,04-16-2016 04:00:00,1,0.016667
1503960366,04-16-2016 05:00:00,1,0.016667
1503960366,04-16-2016 06:00:00,0,0
1503960366,04-16-2016 07:00:00,4,0.066667
1503960366,04-16-2016 08:00:00,9,0.15
1503960366,04-16-2016 09:00:00,38,0.633333
1503960366,04-16-2016 10:00:00,14,0.233333
1503960366,04-16-2016 11:00:00,30,0.5
1503960366,04-16-2016 12:00:00,42,0.7
1503960366,04-16-2016 13:00:00,90,1.5
1503960366,04-16-2016 14:00:00,20,0.333333
1503960366,04-16-2016 15:00:00,0,0
1503960366,04-16-2016 16:00:00,2,0.033333
1503960366,04-16-2016 17:00:00,17,0.283333
1503960366,04-16-2016 18:00:00,10,0.166667
1503960366,04-16-2016 19:00:00,12,0.2
1503960366,04-16-2016 20:00:00,19,0.316667
1503960366,04-16-2016 21:00:00,13,0.216667
1503960366,04-16-2016 22:00:00,3,0.05
1503960366,04-16-2016 23:00:00,5,0.083333
1503960366,04-17-2016 00:00:00,0,0
1503960366,04-17-2016 01:00:00,0,0
1503960366,04-17-2016 02:00:00,0,0
1503960366,04-17-2016 03:00:00,1,0.016667
1503960366,04-17-2016 04:00:00,0,0
1503960366,04-17-2016 05:00:00,0,0
1503960366,04-17-2016 06:00:00,0,0
1503960366,04-17-2016 07:00:00,0,0
1503960366,04-17-2016 08:00:00,0,0
1503960366,04-17-2016 09:00:00,0,0
1503960366,04-17-2016 10:00:00,0,0
1503960366,04-17-2016 11:00:00,9,0.15
1503960366,04-17-2016 12:00:00,18,0.3
1503960366,04-17-2016 13:00:00,23,0.383333
1503960366,04-17-2016 14:00:00,10,0.166667
1503960366,04-17-2016 15:00:00,13,0.216667
1503960366,04-17-2016 16:00:00,2,0.033333
1503960366,04-17-2016 17:00:00,71,1.183333
1503960366,04-17-2016 18:00:00,39,0.65
1503960366,04-17-2016 19:00:00,24,0.4
1503960366,04-17-2016 20:00:00,87,1.45
1503960366,04-17-2016 21:00:00,16,0.266667
1503960366,04-17-2016 22:00:00,5,0.083333
1503960366,04-17-2016 23:00:00,0,0
1503960366,04-18-2016 00:00:00,21,0.35
1503960366,04-18-2016 01:00:00,0,0
1503960366,04-18-2016 02:00:00,0,0
1503960366,04-18-2016 03:00:00,0,0
1503960366,04-18-2016 04:00:00,0,0
1503960366,04-18-2016 05:00:00,0,0
1503960366,04-18-2016 06:00:00,0,0
1503960366,04-18-2016 07:00:00,0,0
1503960366,04-18-2016 08:00:00,0,0
1503960366,04-18-2016 09:00:00,39,0.65
1503960366,04-18-2016 10:00:00,17,0.283333
1503960366,04-18-2016 11:00:00,15,0.25
1503960366,04-18-2016 12:00:00,40,0.666667
1503960366,04-18-2016 13:00:00,9,0.15
1503960366,04-18-2016 14:00:00,7,0.116667
1503960366,04-18-2016 15:00:00,14,0.233333
1503960366,04-18-2016 16:00:00,17,0.283333
1503960366,04-18-2016 17:00:00,18,0.3
1503960366,04-18-2016 18:00:00,114,1.9
1503960366,04-18-2016 19:00:00,30,0.5
1503960366,04-18-2016 20:00:00,2,0.033333
1503960366,04-18-2016 21:00:00,11,0.183333
1503960366,04-18-2016 22:00:00,19,0.316667
1503960366,04-18-2016 23:00:00,18,0.3
1503960366,04-19-2016 00:00:00,0,0
1503960366,04-19-2016 01:00:00,1,0.016667
1503960366,04-19-2016 02:00:00,0,0
1503960366,04-19-2016 03:00:00,2,0.033333
1503960366,04-19-2016 04:00:00,0,0
1503960366,04-19-2016 05:00:00,0,0
1503960366,04-19-2016 06:00:00,1,0.016667
1503960366,04-19-2016 07:00:00,19,0.316667
1503960366,04-19-2016 08:00:00,38,0.633333
1503960366,04-19-2016 09:00:00,16,0.266667
1503960366,04-19-2016 10:00:00,16,0.266667
1503960366,04-19-2016 11:00:00,13,0.216667
1503960366,04-19-2016 12:00:00,61,1.016667
1503960366,04-19-2016 13:00:00,65,1.083333
1503960366,04-19-2016 14:00:00,12,0.2
1503960366,04-19-2016 15:00:00,12,0.2
1503960366,04-19-2016 16:00:00,9,0.15
1503960366,04-19-2016 17:00:00,13,0.216667
1503960366,04-19-2016 18:00:00,30,0.5
1503960366,04-19-2016 19:00:00,31,0.516667
1503960366,04-19-2016 20:00:00,69,1.15
1503960366,04-19-2016 21:00:00,16,0.266667
1503960366,04-19-2016 22:00:00,4,0.066667
1503960366,04-19-2016 23:00:00,48,0.8
1503960366,04-20-2016 00:00:00,2,0.033333
1503960366,04-20-2016 01:00:00,2,0.033333
1503960366,04-20-2016 02:00:00,0,0
1503960366,04-20-2016 03:00:00,0,0
1503960366,04-20-2016 04:00:00,0,0
1503960366,04-20-2016 05:00:00,0,0
1503960366,04-20-2016 06:00:00,0,0
1503960366,04-20-2016 07:00:00,3,0.05
1503960366,04-20-2016 08:00:00,14,0.233333
1503960366,04-20-2016 09:00:00,50,0.833333
1503960366,04-20-2016 10:00:00,13,0.216667
1503960366,04-20-2016 11:00:00,1,0.016667
1503960366,04-20-2016 12:00:00,8,0.133333
1503960366,04-20-2016 13:00:00,5,0.083333
1503960366,04-20-2016 14:00:00,39,0.65
1503960366,04-20-2016 15:00:00,21,0.35
1503960366,04-20-2016 16:00:00,11,0.183333
1503960366,04-20-2016 17:00:00,2,0.033333
1503960366,04-20-2016 18:00:00,32,0.533333
1503960366,04-20-2016 19:00:00,36,0.6
1503960366,04-20-2016 20:00:00,12,0.2
1503960366,04-20-2016 21:00:00,22,0.366667
1503960366,04-20-2016 22:00:00,7,0.116667
1503960366,04-20-2016 23:00:00,33,0.55
1503960366,04-21-2016 00:00:00,2,0.033333
1503960366,04-21-2016 01:00:00,8,0.133333
1503960366,04-21-2016 02:00:00,5,0.083333
1503960366,04-21-2016 03:00:00,0,0
1503960366,04-21-2016 04:00:00,0,0
1503960366,04-21-2016 05:00:00,0,0
1503960366,04-21-2016 06:00:00,0,0
1503960366,04-21-2016 07:00:00,3,0.05
1503960366,04-21-2016 08:00:00,15,0.25
1503960366,04-21-2016 09:00:00,26,0.433333
1503960366,04-21-2016 10:00:00,16,0.266667
1503960366,04-21-2016 11:00:00,0,0
1503960366,04-21-2016 12:00:00,11,0.183333
1503960366,04-21-2016 13:00:00,25,0.416667
1503960366,04-21-2016 14:00:00,2,0.033333
1503960366,04-21-2016 15:00:00,8,0.133333
1503960366,04-21-2016 16:00:00,4,0.066667
1503960366,04-21-2016 17:00:00,5,0.083333
1503960366,04-21-2016 18:00:00,9,0.15
1503960366,04-21-2016 19:00:00,8,0.133333
1503960366,04-21-2016 20:00:00,92,1.533333
1503960366,04-21-2016 21:00:00,21,0.35
1503960366,04-21-2016 22:00:00,9,0.15
1503960366,04-21-2016 23:00:00,15,0.25
1503960366,04-22-2016 00:00:00,0,0
1503960366,04-22-2016 01:00:00,0,0
1503960366,04-22-2016 02:00:00,0,0
1503960366,04-22-2016 03:00:00,0,0
1503960366,04-22-2016 04:00:00,0,0
1503960366,04-22-2016 05:00:00,0,0
1503960366,04-22-2016 06:00:00,0,0
1503960366,04-22-2016 07:00:00,0,0
1503960366,04-22-2016 08:00:00,0,0
1503960366,04-22-2016 09:00:00,13,0.216667
1503960366,04-22-2016 10:00:00,2,0.033333
1503960366,04-22-2016 11:00:00,34,0.566667
1503960366,04-22-2016 12:00:00,2,0.033333
1503960366,04-22-2016 13:00:00,4,0.066667
1503960366,04-22-2016 14:00:00,0,0
1503960366,04-22-2016 15:00:00,10,0.166667
1503960366,04-22-2016 16:00:00,4,0.066667
1503960366,04-22-2016 17:00:00,18,0.3
1503960366,04-22-2016 18:00:00,23,0.383333
1503960366,04-22-2016 19:00:00,16,0.266667
1503960366,04-22-2016 20:00:00,13,0.216667
1503960366,04-22-2016 21:00:00,159,2.65
1503960366,04-22-2016 22:00:00,30,0.5
1503960366,04-22-2016 23:00:00,54,0.9
1503960366,04-23-2016 00:00:00,9,0.15
1503960366,04-23-2016 01:00:00,0,0
1503960366,04-23-2016 02:00:00,1,0.016667
1503960366,04-23-2016 03:00:00,0,0
1503960366,04-23-2016 04:00:00,0,0
1503960366,04-23-2016 05:00:00,0,0
1503960366,04-23-2016 06:00:00,2,0.033333
1503960366,04-23-2016 07:00:00,0,0
1503960366,04-23-2016 08:00:00,8,0.133333
1503960366,04-23-2016 09:00:00,17,0.283333
1503960366,04-23-2016 10:00:00,4,0.066667
1503960366,04-23-2016 11:00:00,11,0.183333
1503960366,04-23-2016 12:00:00,49,0.816667
1503960366,04-23-2016 13:00:00,51,0.85
1503960366,04-23-2016 14:00:00,20,0.333333
1503960366,04-23-2016 15:00:00,15,0.25
1503960366,04-23-2016 16:00:00,52,0.866667
1503960366,04-23-2016 17:00:00,26,0.433333
1503960366,04-23-2016 18:00:00,66,1.1
1503960366,04-23-2016 19:00:00,2,0.033333
1503960366,04-23-2016 20:00:00,9,0.15
1503960366,04-23-2016 21:00:00,54,0.9
1503960366,04-23-2016 22:00:00,25,0.416667
1503960366,04-23-2016 23:00:00,6,0.1
1503960366,04-24-2016 00:00:00,10,0.166667
1503960366,04-24-2016 01:00:00,2,0.033333
1503960366,04-24-2016 02:00:00,0,0
1503960366,04-24-2016 03:00:00,0,0
1503960366,04-24-2016 04:00:00,1,0.016667
1503960366,04-24-2016 05:00:00,0,0
1503960366,04-24-2016 06:00:00,1,0.016667
1503960366,04-24-2016 07:00:00,0,0
1503960366,04-24-2016 08:00:00,1,0.016667
1503960366,04-24-2016 09:00:00,8,0.133333
1503960366,04-24-2016 10:00:00,26,0.433333
1503960366,04-24-2016 11:00:00,12,0.2
1503960366,04-24-2016 12:00:00,12,0.2
1503960366,04-24-2016 13:00:00,12,0.2
1503960366,04-24-2016 14:00:00,1,0.016667
1503960366,04-24-2016 15:00:00,2,0.033333
1503960366,04-24-2016 16:00:00,29,0.483333
1503960366,04-24-2016 17:00:00,25,0.416667
1503960366,04-24-2016 18:00:00,40,0.666667
1503960366,04-24-2016 19:00:00,131,2.183333
1503960366,04-24-2016 20:00:00,18,0.3
1503960366,04-24-2016 21:00:00,17,0.283333
1503960366,04-24-2016 22:00:00,7,0.116667
1503960366,04-24-2016 23:00:00,10,0.166667
1503960366,04-25-2016 00:00:00,8,0.133333
1503960366,04-25-2016 01:00:00,3,0.05
1503960366,04-25-2016 02:00:00,6,0.1
1503960366,04-25-2016 03:00:00,0,0
1503960366,04-25-2016 04:00:00,2,0.033333
1503960366,04-25-2016 05:00:00,1,0.016667
1503960366,04-25-2016 06:00:00,0,0
1503960366,04-25-2016 07:00:00,3,0.05
1503960366,04-25-2016 08:00:00,22,0.366667
1503960366,04-25-2016 09:00:00,46,0.766667
1503960366,04-25-2016 10:00:00,12,0.2
1503960366,04-25-2016 11:00:00,24,0.4
1503960366,04-25-2016 12:00:00,19,0.316667
1503960366,04-25-2016 13:00:00,13,0.216667
1503960366,04-25-2016 14:00:00,5,0.083333
1503960366,04-25-2016 15:00:00,13,0.216667
1503960366,04-25-2016 16:00:00,10,0.166667
1503960366,04-25-2016 17:00:00,8,0.133333
1503960366,04-25-2016 18:00:00,6,0.1
1503960366,04-25-2016 19:00:00,86,1.433333
1503960366,04-25-2016 20:00:00,30,0.5
1503960366,04-25-2016 21:00:00,132,2.2
1503960366,04-25-2016 22:00:00,11,0.183333
1503960366,04-25-2016 23:00:00,3,0.05
1503960366,04-26-2016 00:00:00,4,0.066667
1503960366,04-26-2016 01:00:00,11,0.183333
1503960366,04-26-2016 02:00:00,0,0
1503960366,04-26-2016 03:00:00,11,0.183333
1503960366,04-26-2016 04:00:00,0,0
1503960366,04-26-2016 05:00:00,1,0.016667
1503960366,04-26-2016 06:00:00,0,0
1503960366,04-26-2016 07:00:00,3,0.05
1503960366,04-26-2016 08:00:00,13,0.216667
1503960366,04-26-2016 09:00:00,31,0.516667
1503960366,04-26-2016 10:00:00,22,0.366667
1503960366,04-26-2016 11:00:00,17,0.283333
1503960366,04-26-2016 12:00:00,10,0.166667
1503960366,04-26-2016 13:00:00,42,0.7
1503960366,04-26-2016 14:00:00,60,1
1503960366,04-26-2016 15:00:00,9,0.15
1503960366,04-26-2016 16:00:00,22,0.366667
1503960366,04-26-2016 17:00:00,5,0.083333
1503960366,04-26-2016 18:00:00,72,1.2
1503960366,04-26-2016 19:00:00,15,0.25
1503960366,04-26-2016 20:00:00,26,0.433333
1503960366,04-26-2016 21:00:00,14,0.233333
1503960366,04-26-2016 22:00:00,9,0.15
1503960366,04-26-2016 23:00:00,21,0.35
1503960366,04-27-2016 00:00:00,10,0.166667
1503960366,04-27-2016 01:00:00,5,0.083333
1503960366,04-27-2016 02:00:00,2,0.033333
1503960366,04-27-2016 03:00:00,0,0
1503960366,04-27-2016 04:00:00,0,0
1503960366,04-27-2016 05:00:00,0,0
1503960366,04-27-2016 06:00:00,0,0
1503960366,04-27-2016 07:00:00,0,0
1503960366,04-27-2016 08:00:00,0,0
1503960366,04-27-2016 09:00:00,33,0.55
1503960366,04-27-2016 10:00:00,27,0.45
1503960366,04-27-2016 11:00:00,23,0.383333
1503960366,04-27-2016 12:00:00,12,0.2
1503960366,04-27-2016 13:00:00,13,0.216667
1503960366,04-27-2016 14:00:00,35,0.583333
1503960366,04-27-2016 15:00:00,6,0.1
1503960366,04-27-2016 16:00:00,7,0.116667
1503960366,04-27-2016 17:00:00,13,0.216667
1503960366,04-27-2016 18:00:00,73,1.216667
1503960366,04-27-2016 19:00:00,150,2.5
1503960366,04-27-2016 20:00:00,70,1.166667
1503960366,04-27-2016 21:00:00,20,0.333333
1503960366,04-27-2016 22:00:00,0,0
1503960366,04-27-2016 23:00:00,0,0
1503960366,04-28-2016 00:00:00,0,0
1503960366,04-28-2016 01:00:00,10,0.166667
1503960366,04-28-2016 02:00:00,0,0
1503960366,04-28-2016 03:00:00,0,0
1503960366,04-28-2016 04:00:00,0,0
1503960366,04-28-2016 05:00:00,0,0
1503960366,04-28-2016 06:00:00,0,0
1503960366,04-28-2016 07:00:00,1,0.016667
1503960366,04-28-2016 08:00:00,11,0.183333
1503960366,04-28-2016 09:00:00,38,0.633333
1503960366,04-28-2016 10:00:00,19,0.316667
1503960366,04-28-2016 11:00:00,10,0.166667
1503960366,04-28-2016 12:00:00,16,0.266667
1503960366,04-28-2016 13:00:00,33,0.55
1503960366,04-28-2016 14:00:00,47,0.783333
1503960366,04-28-2016 15:00:00,5,0.083333
1503960366,04-28-2016 16:00:00,10,0.166667
1503960366,04-28-2016 17:00:00,11,0.183333
1503960366,04-28-2016 18:00:00,56,0.933333
1503960366,04-28-2016 19:00:00,1,0.016667
1503960366,04-28-2016 20:00:00,50,0.833333
1503960366,04-28-2016 21:00:00,21,0.35
1503960366,04-28-2016 22:00:00,2,0.033333
1503960366,04-28-2016 23:00:00,48,0.8
1503960366,04-29-2016 00:00:00,9,0.15
1503960366,04-29-2016 01:00:00,0,0
1503960366,04-29-2016 02:00:00,4,0.066667
1503960366,04-29-2016 03:00:00,0,0
1503960366,04-29-2016 04:00:00,0,0
1503960366,04-29-2016 05:00:00,0,0
1503960366,04-29-2016 06:00:00,0,0
1503960366,04-29-2016 07:00:00,3,0.05
1503960366,04-29-2016 08:00:00,13,0.216667
1503960366,04-29-2016 09:00:00,33,0.55
1503960366,04-29-2016 10:00:00,4,0.066667
1503960366,04-29-2016 11:00:00,4,0.066667
1503960366,04-29-2016 12:00:00,6,0.1
1503960366,04-29-2016 13:00:00,6,0.1
1503960366,04-29-2016 14:00:00,56,0.933333
1503960366,04-29-2016 15:00:00,23,0.383333
1503960366,04-29-2016 16:00:00,10,0.166667
1503960366,04-29-2016 17:00:00,9,0.15
1503960366,04-29-2016 18:00:00,5,0.083333
1503960366,04-29-2016 19:00:00,11,0.183333
1503960366,04-29-2016 20:00:00,16,0.266667
1503960366,04-29-2016 21:00:00,20,0.333333
1503960366,04-29-2016 22:00:00,27,0.45
1503960366,04-29-2016 23:00:00,56,0.933333
1503960366,04-30-2016 00:00:00,1,0.016667
1503960366,04-30-2016 01:00:00,7,0.116667
1503960366,04-30-2016 02:00:00,0,0
1503960366,04-30-2016 03:00:00,1,0.016667
1503960366,04-30-2016 04:00:00,0,0
1503960366,04-30-2016 05:00:00,0,0
1503960366,04-30-2016 06:00:00,0,0
1503960366,04-30-2016 07:00:00,0,0
1503960366,04-30-2016 08:00:00,3,0.05
1503960366,04-30-2016 09:00:00,11,0.183333
1503960366,04-30-2016 10:00:00,17,0.283333
1503960366,04-30-2016 11:00:00,7,0.116667
1503960366,04-30-2016 12:00:00,4,0.066667
1503960366,04-30-2016 13:00:00,11,0.183333
1503960366,04-30-2016 14:00:00,22,0.366667
1503960366,04-30-2016 15:00:00,26,0.433333
1503960366,04-30-2016 16:00:00,99,1.65
1503960366,04-30-2016 17:00:00,55,0.916667
1503960366,04-30-2016 18:00:00,71,1.183333
1503960366,04-30-2016 19:00:00,4,0.066667
1503960366,04-30-2016 20:00:00,5,0.083333
1503960366,04-30-2016 21:00:00,22,0.366667
1503960366,04-30-2016 22:00:00,47,0.783333
1503960366,04-30-2016 23:00:00,28,0.466667
1503960366,05-01-2016 00:00:00,9,0.15
1503960366,05-01-2016 01:00:00,8,0.133333
1503960366,05-01-2016 02:00:00,2,0.033333
1503960366,05-01-2016 03:00:00,1,0.016667
1503960366,05-01-2016 04:00:00,0,0
1503960366,05-01-2016 05:00:00,0,0
1503960366,05-01-2016 06:00:00,0,0
1503960366,05-01-2016 07:00:00,3,0.05
1503960366,05-01-2016 08:00:00,6,0.1
1503960366,05-01-2016 09:00:00,12,0.2
1503960366,05-01-2016 10:00:00,6,0.1
1503960366,05-01-2016 11:00:00,10,0.166667
1503960366,05-01-2016 12:00:00,10,0.166667
1503960366,05-01-2016 13:00:00,5,0.083333
1503960366,05-01-2016 14:00:00,25,0.416667
1503960366,05-01-2016 15:00:00,21,0.35
1503960366,05-01-2016 16:00:00,23,0.383333
1503960366,05-01-2016 17:00:00,33,0.55
1503960366,05-01-2016 18:00:00,70,1.166667
1503960366,05-01-2016 19:00:00,14,0.233333
1503960366,05-01-2016 20:00:00,6,0.1
1503960366,05-01-2016 21:00:00,25,0.416667
1503960366,05-01-2016 22:00:00,50,0.833333
1503960366,05-01-2016 23:00:00,76,1.266667
1503960366,05-02-2016 00:00:00,0,0
1503960366,05-02-2016 01:00:00,7,0.116667
1503960366,05-02-2016 02:00:00,0,0
1503960366,05-02-2016 03:00:00,1,0.016667
1503960366,05-02-2016 04:00:00,0,0
1503960366,05-02-2016 05:00:00,0,0
1503960366,05-02-2016 06:00:00,0,0
1503960366,05-02-2016 07:00:00,3,0.05
1503960366,05-02-2016 08:00:00,12,0.2
1503960366,05-02-2016 09:00:00,30,0.5
1503960366,05-02-2016 10:00:00,19,0.316667
1503960366,05-02-2016 11:00:00,16,0.266667
1503960366,05-02-2016 12:00:00,64,1.066667
1503960366,05-02-2016 13:00:00,21,0.35
1503960366,05-02-2016 14:00:00,13,0.216667
1503960366,05-02-2016 15:00:00,11,0.183333
1503960366,05-02-2016 16:00:00,24,0.4
1503960366,05-02-2016 17:00:00,12,0.2
1503960366,05-02-2016 18:00:00,9,0.15
1503960366,05-02-2016 19:00:00,13,0.216667
1503960366,05-02-2016 20:00:00,105,1.75
1503960366,05-02-2016 21:00:00,25,0.416667
1503960366,05-02-2016 22:00:00,28,0.466667
1503960366,05-02-2016 23:00:00,17,0.283333
1503960366,05-03-2016 00:00:00,3,0.05
1503960366,05-03-2016 01:00:00,6,0.1
1503960366,05-03-2016 02:00:00,1,0.016667
1503960366,05-03-2016 03:00:00,5,0.083333
1503960366,05-03-2016 04:00:00,0,0
1503960366,05-03-2016 05:00:00,0,0
1503960366,05-03-2016 06:00:00,2,0.033333
1503960366,05-03-2016 07:00:00,3,0.05
1503960366,05-03-2016 08:00:00,11,0.183333
1503960366,05-03-2016 09:00:00,24,0.4
1503960366,05-03-2016 10:00:00,25,0.416667
1503960366,05-03-2016 11:00:00,12,0.2
1503960366,05-03-2016 12:00:00,17,0.283333
1503960366,05-03-2016 13:00:00,23,0.383333
1503960366,05-03-2016 14:00:00,26,0.433333
1503960366,05-03-2016 15:00:00,46,0.766667
1503960366,05-03-2016 16:00:00,33,0.55
1503960366,05-03-2016 17:00:00,18,0.3
1503960366,05-03-2016 18:00:00,86,1.433333
1503960366,05-03-2016 19:00:00,5,0.083333
1503960366,05-03-2016 20:00:00,1,0.016667
1503960366,05-03-2016 21:00:00,37,0.616667
1503960366,05-03-2016 22:00:00,58,0.966667
1503960366,05-03-2016 23:00:00,10,0.166667
1503960366,05-04-2016 00:00:00,17,0.283333
1503960366,05-04-2016 01:00:00,2,0.033333
1503960366,05-04-2016 02:00:00,0,0
1503960366,05-04-2016 03:00:00,0,0
1503960366,05-04-2016 04:00:00,0,0
1503960366,05-04-2016 05:00:00,0,0
1503960366,05-04-2016 06:00:00,0,0
1503960366,05-04-2016 07:00:00,0,0
1503960366,05-04-2016 08:00:00,4,0.066667
1503960366,05-04-2016 09:00:00,22,0.366667
1503960366,05-04-2016 10:00:00,26,0.433333
1503960366,05-04-2016 11:00:00,7,0.116667
1503960366,05-04-2016 12:00:00,12,0.2
1503960366,05-04-2016 13:00:00,16,0.266667
1503960366,05-04-2016 14:00:00,67,1.116667
1503960366,05-04-2016 15:00:00,7,0.116667
1503960366,05-04-2016 16:00:00,6,0.1
1503960366,05-04-2016 17:00:00,11,0.183333
1503960366,05-04-2016 18:00:00,62,1.033333
1503960366,05-04-2016 19:00:00,19,0.316667
1503960366,05-04-2016 20:00:00,30,0.5
1503960366,05-04-2016 21:00:00,39,0.65
1503960366,05-04-2016 22:00:00,8,0.133333
1503960366,05-04-2016 23:00:00,0,0
1503960366,05-05-2016 00:00:00,6,0.1
1503960366,05-05-2016 01:00:00,6,0.1
1503960366,05-05-2016 02:00:00,2,0.033333
1503960366,05-05-2016 03:00:00,0,0
1503960366,05-05-2016 04:00:00,4,0.066667
1503960366,05-05-2016 05:00:00,0,0
1503960366,05-05-2016 06:00:00,1,0.016667
1503960366,05-05-2016 07:00:00,3,0.05
1503960366,05-05-2016 08:00:00,10,0.166667
1503960366,05-05-2016 09:00:00,26,0.433333
1503960366,05-05-2016 10:00:00,15,0.25
1503960366,05-05-2016 11:00:00,4,0.066667
1503960366,05-05-2016 12:00:00,13,0.216667
1503960366,05-05-2016 13:00:00,21,0.35
1503960366,05-05-2016 14:00:00,12,0.2
1503960366,05-05-2016 15:00:00,14,0.233333
1503960366,05-05-2016 16:00:00,21,0.35
1503960366,05-05-2016 17:00:00,70,1.166667
1503960366,05-05-2016 18:00:00,30,0.5
1503960366,05-05-2016 19:00:00,20,0.333333
1503960366,05-05-2016 20:00:00,19,0.316667
1503960366,05-05-2016 21:00:00,113,1.883333
1503960366,05-05-2016 22:00:00,17,0.283333
1503960366,05-05-2016 23:00:00,6,0.1
1503960366,05-06-2016 00:00:00,12,0.2
1503960366,05-06-2016 01:00:00,1,0.016667
1503960366,05-06-2016 02:00:00,7,0.116667
